node_id,segment,lat,lon,target_sog_knots,actual_sog_knots,required_sws_knots,clamped_sws_knots,distance_nm,time_h,fuel_mt,cum_distance_nm,cum_time_h,cum_fuel_mt,beaufort,wave_height_m,current_knots,heading_deg
84,3,19.013032718622267,68.24578325328585,11.990467392735653,11.990467392735653,12.2198486328125,12.2198486328125,11.999999999999545,1.0007950154861909,1.2892802019224479,1037.2439546858989,86.59634373374374,115.20582474082663,2,0.7599999904632568,0.29157668545230675,139.47158926224895
85,3,18.861067837963645,68.38302997406103,11.990467392735653,11.990467392735653,12.0733642578125,12.0733642578125,12.0,1.0007950154862288,1.243468378705802,1049.2439546858989,87.59713874922997,116.44929311953243,2,0.7799999713897705,0.09719222043811888,139.51612988016626
86,3,18.709002565871963,68.5200281279136,11.990467392735654,11.990467392735654,11.9873046875,11.9873046875,12.0,1.0007950154862288,1.2170669445596238,1061.2439546858989,88.5979337647162,117.66636006409205,2,0.7799999713897705,0.13745056372739325,139.56024586876606
87,3,18.556837952047726,68.65678015228839,11.990467392735654,11.990467392735654,11.925048828125,11.925048828125,12.000000000000227,1.0007950154862477,1.1982028068984727,1073.243954685899,89.59872878020245,118.86456287099053,2,0.7799999713897705,0.09719222043811888,139.60393871913018
88,3,18.40457504030961,68.79328847513861,11.990467392735654,11.990467392735654,11.9451904296875,11.9451904296875,12.0,1.0007950154862288,1.204284419412726,1085.243954685899,90.59952379568868,120.06884729040326,2,0.7799999713897705,0.2173284314106144,139.64720990803278
89,3,18.252214868660182,68.92955551499789,11.990467392735656,11.990467392735656,12.0257568359375,12.0257568359375,22.993953523669916,1.9176861727342378,2.3546127536133183,1108.237908209569,92.51720996842292,122.42346004401658,2,0.7799999713897705,0.4123516911821798,139.69006089792805
90,4,17.96,69.19,11.990467392735654,11.990467392735654,12.254638671875,12.254638671875,11.999999999999773,1.0007950154862097,1.3003233656926403,1120.2379082095688,93.51800498390912,123.72378340970921,3,0.800000011920929,0.40073380614459897,143.38131287259571
91,4,17.799543520250094,69.31521039630857,11.990467392735653,11.990467392735653,12.313232421875,12.313232421875,12.0,1.0007950154862288,1.3190646032097373,1132.2379082095688,94.51879999939536,125.04284801291895,3,0.800000011920929,0.38876888175247554,143.41975510000293
92,4,17.639007543271358,69.44019578154918,11.990467392735654,11.990467392735654,12.294921875,12.294921875,11.999999999999773,1.0007950154862097,1.3131887548923593,1144.2379082095686,95.51959501488156,126.35603676781132,3,0.8199999928474426,0.30734877606962463,143.4577948954072
93,4,17.47839297451168,69.56495860896896,11.990467392735653,11.990467392735653,12.218017578125,12.218017578125,12.000000000000227,1.000795015486248,1.2887007212171864,1156.2379082095688,96.5203900303678,127.6447374890285,3,0.8399999737739563,0.2173284314106144,143.49543373711037
