node_id,segment,lat,lon,planned_sog_knots,actual_sog_knots,planned_sws_knots,actual_sws_knots,distance_nm,time_h,fuel_mt,cum_distance_nm,cum_time_h,cum_fuel_mt,beaufort,wave_height_m,current_knots,heading_deg
87,3,18.556837952047726,68.65678015228839,13,13.0,12.994384765625,12.994384765625,12.000000000000227,0.9230769230769406,1.4299134829135316,1073.243954685899,84.66805060072019,129.5973274340098,2,0.8399999737739563,0.16198704747350376,139.60393871913018
88,3,18.40457504030961,68.79328847513861,13,12.980275297220087,13.02001953125,13.0,12.0,0.9244796219822836,1.4339437010235245,1085.243954685899,85.59253022270248,131.03127113503334,2,0.8399999737739563,0.16198704747350376,139.64720990803278
89,3,18.252214868660182,68.92955551499789,13,12.9642257988436,13.0364990234375,13.0,22.993953523669916,1.7736464853706082,2.7510711378216137,1108.237908209569,87.36617670807308,133.78234227285495,2,0.8399999737739563,0.4319654492013655,139.69006089792805
90,4,17.96,69.19,13,12.751835538219783,13.2470703125,13.0,11.999999999999773,0.9410409947676466,1.459631748246191,1120.2379082095688,88.30721770284073,135.24197402110113,3,0.8799999952316284,0.37796975598221977,143.38131287259571
91,4,17.799543520250094,69.31521039630857,13,12.772516710560012,13.2269287109375,13.0,12.0,0.9395172675780245,1.4572683224294574,1132.2379082095688,89.24673497041876,136.69924234353059,3,0.8999999761581421,0.26997840172786175,143.41975510000293
92,4,17.639007543271358,69.44019578154918,13,12.690907675178986,13.3056640625,13.0,11.999999999999773,0.9455588447364961,1.466639304011574,1144.2379082095686,90.19229381515525,138.16588164754216,3,0.9200000166893005,0.26997840172786175,143.4577948954072
93,4,17.47839297451168,69.56495860896896,13,12.797700503866414,13.2012939453125,13.0,12.000000000000227,0.9376684503887877,1.4544006553659417,1156.2379082095688,91.12996226554404,139.6202823029081,3,0.9200000166893005,0.16198704747350376,143.49543373711037
94,4,17.31770071417351,69.68950132071502,13,12.830691092776219,13.1683349609375,13.0,12.0,0.9352574941778542,1.4506610645843745,1168.2379082095688,92.06521975972188,141.07094336749248,3,0.9599999785423279,0.21598272460068274,143.53267308698526
95,4,17.156931657280026,69.81382634795015,13,13.0,12.9449462890625,12.9449462890625,11.999999999999773,0.9230769230769056,1.413654738369478,1180.2379082095686,92.98829668279879,142.48459810586195,3,0.9599999785423279,0.21598272460068274,143.56951439050607
96,4,16.996086693740796,69.93793611096858,13,13.0,12.8515625,12.8515625,11.999999999999773,0.9230769230769056,1.3832809393589052,1192.2379082095683,93.9113736058757,143.86787904522086,3,1.0,0.3239740949470075,143.60595907683415
97,4,16.835166708416963,70.06183301931141,13,13.0,12.7984619140625,12.7984619140625,12.0,0.9230769230769231,1.366205206276367,1204.2379082095683,94.83445052895262,145.23408425149722,3,1.0199999809265137,0.37796975598221977,143.64200855892426
